,ID,Temp,Lineage,OE_strain,Inoculation,Into_pint,Bleed_stage.x,Bleed_date.x,Death_date,Pupation_date,Eclosion_date,Surv_pupa,Surv_adult,Wing_deformity,Adult_death_date,Sex,Infection_status,OE_score,Dev_pupa,Dev_adult,Adult_longevity,NOTES,Bleed_date.y,Who,Bleed_stage.y,Mass,AvgHemo,Hemo_ul,LogHemo,PropPlasm,PropOeno,Initials,Date,AvgOE_count,Spore_load,logSpore_load,Area,Length,Breadth,AspectRatio,FinalAbsorbance,PropSpher,PropGran
82,82,34,F,E10,5/29/2019,5/30/2019,Pupa,NA,6/5/2019,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,dead as 3rd,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
83,83,34,F,E10,5/29/2019,5/30/2019,Larva,6/4/2019,6/8/2019,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,"death as 4th, shriveled",6/4/2019,IR,Larva,0.5033,31.625,317.25,2.501401631,0.681415929,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.489,0.026548673,0.292035398
84,84,34,F,E10,5/29/2019,5/30/2019,Larva,NA,6/4/2019,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
85,85,34,F,E10,5/29/2019,5/30/2019,Pupa,NA,6/5/2019,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,"Death as 3rd, brown caterpillar",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
86,86,34,F,E10,5/29/2019,5/30/2019,Larva,NA,6/5/2019,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,Death as 4th,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
87,87,34,F,E10,5/29/2019,5/30/2019,Larva,6/5/2019,6/6/2019,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,"Death as 4th, brown",6/5/2019,IR,Larva,0.6,10,101,2.004321374,0.261904762,0.047619048,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.130952381,0.55952381
88,88,34,F,E10,5/29/2019,5/30/2019,Larva,6/4/2019,6/5/2019,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,"Death as 4th, wrinkly/dry",6/4/2019,IR,Larva,0.278,20.25,203.5,2.308564414,0.40952381,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.337,0.104761905,0.485714286
89,89,34,F,E10,5/29/2019,5/30/2019,Pupa,NA,6/7/2019,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,dead brown caterpillar,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
90,90,34,F,E10,5/29/2019,5/31/2019,Pupa,NA,6/3/2019,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,Death in pint,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
91,91,30,B,control,5/30/2019,31-May,Pupa,NA,NA,6/6/2019,6/13/2019,1,1,0,6/19/2019,M,0,0,7,14,6,moved incorrectly to 34C incubator on 6/10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,936.99,51.97,27.42,1.9,NA,NA,NA
92,92,30,B,control,5/30/2019,31-May,Larva,6/5/2019,NA,6/7/2019,6/14/2019,1,1,0,7/7/2019,F,0,0,8,15,23,NA,6/5/2019,SA/IR,Larva,1.6003,184.75,1848.5,3.266819455,0.386206897,0.013793103,NA,NA,NA,NA,NA,891.24,46.04,28.95,1.59,2.275,0.137931034,0.462068966
93,93,30,B,control,5/30/2019,31-May,Pupa,NA,NA,6/6/2019,6/12/2019,1,1,0,7/5/2019,F,0,0,7,13,23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,905.56,52.87,26.78,1.97,NA,NA,NA
94,94,30,B,control,5/30/2019,31-May,Pupa,NA,NA,6/6/2019,6/12/2019,1,1,0,7/9/2019,F,0,0,7,13,27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,858.48,50.82,25.8,1.97,NA,NA,NA
95,95,30,B,control,5/30/2019,31-May,Pupa,NA,NA,6/7/2019,6/13/2019,1,1,0,7/9/2019,M,0,0,8,14,26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,895.62,52.42,26.62,1.97,NA,NA,NA
96,96,30,B,control,5/30/2019,31-May,None,NA,NA,6/6/2019,6/13/2019,1,1,0,7/5/2019,F,0,0,7,14,22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,918.35,54.33,25.91,2.1,NA,NA,NA
97,97,30,B,control,5/30/2019,5/30/2019,Larva,6/4/2019,NA,6/5/2019,6/11/2019,1,1,0,6/26/2019,F,0,0,6,12,15,NA,6/4/2019,IR,Larva,1.3193,198.375,1984.75,3.297705811,0.169491525,0.033898305,NA,NA,NA,NA,NA,847.18,50.37,25.85,1.95,NA,0.101694915,0.694915254
98,98,30,B,control,5/30/2019,31-May,Pupa,NA,NA,6/6/2019,6/13/2019,1,1,2,6/25/2019,F,0,0,7,14,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
99,99,30,B,control,5/30/2019,31-May,None,NA,NA,6/6/2019,6/13/2019,1,1,0,6/17/2019,F,0,0,7,14,4,dead adult,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,944.84,53.01,27.87,1.9,NA,NA,NA
100,100,30,B,control,5/30/2019,31-May,Larva,6/4/2019,NA,6/7/2019,6/14/2019,1,1,0,7/11/2019,F,0,0,8,15,27,NA,6/4/2019,IR,Larva,0.9867,143.125,1432.25,3.156018831,0.090163934,0.016393443,NA,NA,NA,NA,NA,931.26,53.02,27.72,1.91,0.884,0.172131148,0.721311475
101,101,30,B,E3,5/30/2019,31-May,None,NA,NA,6/7/2019,6/14/2019,1,1,0,6/20/2019,M,1,5,8,15,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,IR,7/29/2019,16.25,812501,5.909823904,874.01,50.3,26.56,1.89,NA,NA,NA
102,102,30,B,E3,5/30/2019,31-May,None,NA,NA,6/7/2019,6/13/2019,1,1,3,6/17/2019,F,1,5,8,14,4,dead adult- nugget,NA,NA,NA,NA,NA,NA,NA,NA,NA,IR,7/31/2019,49.5,2475001,6.393575379,NA,NA,NA,NA,NA,NA,NA
103,103,30,B,E3,5/30/2019,31-May,Pupa,NA,NA,6/6/2019,6/13/2019,1,1,0,6/24/2019,F,0,0,7,14,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,912.2,51.47,27.75,1.85,NA,NA,NA
104,104,30,B,E3,5/30/2019,31-May,Pupa,6/11/2019,NA,6/7/2019,6/14/2019,1,1,0,6/19/2019,F,1,5,8,15,5,NA,6/11/2019,MRS,Pupa,1.2962,1.875,19.75,1.2955671,NA,NA,IR,7/30/2019,34.75,1737501,6.239925063,865.39,49.89,26.25,1.9,1.602,NA,NA
105,105,30,B,E3,5/30/2019,31-May,Pupa,NA,6/5/2019,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,"Death as 5th, brown",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
106,106,30,B,E3,5/30/2019,31-May,None,NA,NA,6/6/2019,6/12/2019,1,1,2,6/19/2019,M,1,5,7,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,IR,7/29/2019,18,900001,5.954242992,NA,NA,NA,NA,NA,NA,NA
107,107,30,B,E3,5/30/2019,31-May,Pupa,6/11/2019,6/16/2019,6/8/2019,NA,1,0,NA,NA,NA,NA,NA,9,NA,NA,death as brown pupa,6/11/2019,MRS,Pupa,1.3166,3.625,37.25,1.571126277,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.169,NA,NA
108,108,30,B,E3,5/30/2019,31-May,Larva,6/4/2019,NA,6/6/2019,6/12/2019,1,1,0,6/19/2019,F,1,5,7,13,7,NA,6/4/2019,SA,Larva,1.094,205.875,2059.75,3.313814512,0.255813953,0.062015504,IR,7/30/2019,20.66666667,1033334.333,6.014240859,815.17,49.42,25.4,1.95,1.503,0.062015504,0.620155039
109,109,30,B,E3,5/30/2019,31-May,Larva,6/4/2019,NA,6/6/2019,6/13/2019,1,1,0,6/20/2019,M,1,5,7,14,7,NA,6/4/2019,IR,Larva,1.6397,104.25,1043.5,3.018492453,0.2,0.01,IR,7/30/2019,14.75,737501,5.867762614,923.8,52.02,27.42,1.9,1.455,0.07,0.72
110,110,30,B,E3,5/30/2019,31-May,Larva,6/5/2019,6/5/2019,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,"Death as 3rd, brown",6/5/2019,IR,Larva,1.006,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.339,NA,NA
111,111,30,B,E10,5/30/2019,31-May,Larva,6/4/2019,NA,6/7/2019,6/13/2019,1,1,0,6/21/2019,F,1,5,8,14,8,NA,6/4/2019,IR,Larva,0.9333,110.375,1104.75,3.04326401,0.339449541,0.009174312,IR,8/12/2019,7.8,390001,5.591065721,863.6,50.68,26.41,1.92,0.507,0.091743119,0.559633028
112,112,30,B,E10,5/30/2019,31-May,None,NA,NA,6/6/2019,6/12/2019,1,1,0,6/20/2019,F,1,5,7,13,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,IR,7/31/2019,24.41666667,1220834.333,6.086656734,888.93,51.21,26.59,1.93,NA,NA,NA
113,113,30,B,E10,5/30/2019,31-May,Larva,6/5/2019,NA,6/7/2019,6/14/2019,1,1,0,6/19/2019,F,1,5,8,15,5,NA,6/5/2019,SA,Larva,1.1084,203,2031,3.307709923,0.242647059,0.051470588,CB,8/12/2019,30.1,1505001,6.177536788,823.42,49.22,25.54,1.93,1.211,0.191176471,0.514705882
114,114,30,B,E10,5/30/2019,31-May,Pupa,6/13/2019,NA,6/7/2019,6/14/2019,1,1,0,6/25/2019,M,1,5,8,15,11,NA,6/13/2019,SA,Pupa,1.5655,1.75,18.5,1.267171728,NA,NA,IR,8/12/2019,15.2,760001,5.880814164,946.5,53.49,28.11,1.9,0.817,NA,NA
115,115,30,B,E10,5/30/2019,31-May,Larva,6/4/2019,NA,6/6/2019,6/12/2019,1,1,0,6/19/2019,F,1,5,7,13,7,NA,6/4/2019,SA,Larva,1.5539,184.625,1847.25,3.266525675,0.4,0.063636364,CB,8/12/2019,66.75,3337501,6.523421404,920.37,50.81,27.85,1.82,NA,0.072727273,0.463636364
116,116,30,B,E10,5/30/2019,31-May,Pupa,6/10/2019,NA,6/6/2019,6/13/2019,1,1,0,6/17/2019,M,1,5,7,14,4,dead adult,6/10/2019,MRS,Pupa,1.5023,1.375,14.75,1.16879202,NA,NA,IR,8/12/2019,9.45,472501,5.674402732,893.13,50.94,26.79,1.9,1.754,NA,NA
117,117,30,B,E10,5/30/2019,31-May,Larva,6/4/2019,6/5/2019,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,"Death as 4th, wrinkly",6/4/2019,SA,Larva,1.1336,90.5,906,2.957128198,0.452380952,0.03968254,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.158730159,0.349206349
118,118,30,B,E10,5/30/2019,31-May,None,NA,6/6/2019,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,Failed to pupate,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
119,119,30,B,E10,5/30/2019,31-May,None,NA,NA,6/7/2019,6/14/2019,1,1,0,6/22/2019,F,1,5,8,15,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,IR,8/12/2019,15.75,787501,5.896251114,NA,NA,NA,NA,NA,NA,NA
120,120,30,B,E10,5/30/2019,31-May,None,NA,NA,6/6/2019,6/12/2019,1,1,0,6/20/2019,F,1,5,7,13,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,IR,7/31/2019,19,950001,5.977724062,855.75,49.93,26.17,1.91,NA,NA,NA
121,121,30,D,control,5/30/2019,31-May,Pupa,6/10/2019,NA,6/6/2019,6/13/2019,1,1,3,6/14/2019,F,0,0,7,14,1,adult death- nugget,6/10/2019,MRS,Pupa,0.9849,1.5,16,1.204119983,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
122,122,30,D,control,5/30/2019,31-May,Larva,6/4/2019,NA,6/5/2019,6/11/2019,1,1,0,6/30/2019,F,0,0,6,12,19,NA,6/4/2019,IR,Larva,1.2637,175,1751,3.243286146,0.267973856,0.032679739,NA,NA,NA,NA,NA,781.73,47.77,25.4,1.88,3.134,0.08496732,0.614379085
123,123,30,D,control,5/30/2019,31-May,None,NA,NA,6/6/2019,6/12/2019,1,1,0,6/25/2019,M,0,0,7,13,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,782.86,48.03,25.32,1.9,NA,NA,NA
124,124,30,D,control,5/30/2019,31-May,Pupa,6/10/2019,NA,6/6/2019,6/13/2019,1,1,0,7/6/2019,F,0,0,7,14,23,NA,6/10/2019,MRS,Pupa,1.3795,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,870.07,52.33,26.11,2,0.997,NA,NA
125,125,30,D,control,5/30/2019,31-May,Larva,6/4/2019,NA,6/6/2019,6/13/2019,1,1,0,6/25/2019,M,0,0,7,14,12,NA,6/4/2019,SA,Larva,1.0657,94.375,944.75,2.975316901,0.28,0.106666667,NA,NA,NA,NA,NA,852.73,50.29,26.41,1.9,NA,0.12,0.493333333
126,126,30,D,control,5/30/2019,31-May,Pupa,6/9/2019,NA,6/5/2019,6/11/2019,1,1,0,6/28/2019,F,0,0,6,12,17,NA,6/9/2019,SA,Pupa,1.0372,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,774.49,48.6,24.61,1.97,2.394,NA,NA
127,127,30,D,control,5/30/2019,30-May,Pupa,6/10/2019,NA,6/6/2019,6/13/2019,1,1,0,6/17/2019,M,0,0,7,14,4,dead adult,6/10/2019,MRS,Pupa,1.4973,0.375,4.75,0.67669361,NA,NA,NA,NA,NA,NA,NA,984.56,54.48,28.45,1.91,1.013,NA,NA
128,128,30,D,control,5/30/2019,1-Jun,Pupa,6/11/2019,NA,6/7/2019,6/13/2019,1,1,0,7/3/2019,F,0,0,8,14,20,NA,6/11/2019,MRS,Pupa,1.1805,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,834.11,50.4,25.44,1.98,0.932,NA,NA
129,129,30,D,control,5/30/2019,31-May,Larva,6/4/2019,NA,6/6/2019,6/12/2019,1,1,0,7/1/2019,F,0,0,7,13,19,NA,6/4/2019,SA,Larva,1.6862,33.25,333.5,2.523095838,0.268292683,0.024390244,NA,NA,NA,NA,NA,838.18,50.96,25.8,1.98,NA,0.243902439,0.463414634
130,130,30,D,control,5/30/2019,31-May,None,NA,NA,6/6/2019,6/12/2019,1,1,0,7/2/2019,M,0,0,7,13,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,838.9,50.53,25.86,1.95,NA,NA,NA
131,131,30,D,E3,5/30/2019,31-May,Pupa,6/10/2019,NA,6/6/2019,6/14/2019,1,1,2,6/25/2019,F,1,4,7,15,11,NA,6/10/2019,MRS,Pupa,1.281,NA,NA,NA,NA,NA,IR,7/31/2019,0.65,32501,4.511896724,NA,NA,NA,NA,1.017,NA,NA
132,132,30,D,E3,5/30/2019,31-May,Pupa,6/11/2019,NA,6/7/2019,6/14/2019,1,1,0,6/25/2019,M,1,5,8,15,11,NA,6/11/2019,MRS,Pupa,1.2688,NA,NA,NA,NA,NA,IR,7/31/2019,1.9,95001,4.977728177,808.79,49.85,24.82,2.01,NA,NA,NA
133,133,30,D,E3,5/30/2019,31-May,None,NA,NA,6/6/2019,6/12/2019,1,1,0,6/21/2019,F,1,5,7,13,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,IR,7/29/2019,31.375,1568751,6.195554016,984.81,54.47,28.63,1.9,NA,NA,NA
134,134,30,D,E3,5/30/2019,31-May,Larva,6/5/2019,NA,6/7/2019,6/14/2019,1,1,0,7/1/2019,M,1,5,8,15,17,NA,6/5/2019,SA,Larva,1.4939,90.5,906,2.957128198,0.343558282,0,IR,7/31/2019,13.2,660001,5.819544594,932.46,53.23,27.58,1.93,1.597,0.061349693,0.595092025
135,135,30,D,E3,5/30/2019,31-May,Larva,6/4/2019,NA,6/6/2019,6/12/2019,1,1,1,6/23/2019,F,1,5,7,13,11,NA,6/4/2019,SA,Larva,1.4469,211.875,2119.75,3.326284644,0.325925926,0.044444444,IR,7/29/2019,6.25,312501,5.494851411,NA,NA,NA,NA,NA,0.096296296,0.533333333
136,136,30,D,E3,5/30/2019,31-May,None,NA,NA,6/6/2019,6/12/2019,1,1,0,6/25/2019,F,1,5,7,13,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,IR,7/30/2019,10.35,517501,5.713911193,873.4,51.95,26.44,1.96,NA,NA,NA
137,137,30,D,E3,5/30/2019,31-May,Pupa,6/10/2019,NA,6/6/2019,6/12/2019,1,1,0,6/25/2019,F,1,5,7,13,13,NA,6/10/2019,MRS,Pupa,1.2579,NA,NA,NA,NA,NA,IR,7/30/2019,5.65,282501,5.451019989,862.1,51.09,26.6,1.92,1.155,NA,NA
138,138,30,D,E3,5/30/2019,31-May,Pupa,6/11/2019,NA,6/7/2019,6/14/2019,1,1,2,6/16/2019,M,1,5,8,15,2,dead adult- very deformed,6/11/2019,MRS,Pupa,1.3485,3.125,32.25,1.508529719,NA,NA,IR,7/31/2019,25.875,1293751,6.111850698,NA,NA,NA,NA,1.927,NA,NA
139,139,30,D,E3,5/30/2019,31-May,Larva,NA,NA,6/5/2019,6/11/2019,1,1,0,6/19/2019,F,1,5,6,12,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,IR,7/30/2019,22.83333333,1141667.667,6.057539702,796.12,47.3,25.31,1.87,NA,NA,NA
140,140,30,D,E3,5/30/2019,31-May,Pupa,6/10/2019,NA,6/6/2019,6/13/2019,1,1,0,6/20/2019,F,1,5,7,14,7,NA,6/10/2019,MRS,Pupa,1.227,1.5,16,1.204119983,NA,NA,IR,7/29/2019,19.8125,990626,5.995909722,847.04,50.97,25.59,1.99,1.554,NA,NA
141,141,30,D,E10,5/30/2019,31-May,Pupa,6/9/2019,NA,6/5/2019,6/12/2019,1,1,0,6/22/2019,F,1,5,6,13,10,NA,6/9/2019,SA,Pupa,0.9777,0.875,9.75,0.989004616,NA,NA,CB,8/12/2019,5.55,277501,5.443264552,742.63,48.38,23.78,2.03,1.019,NA,NA
142,142,30,D,E10,5/30/2019,31-May,Larva,6/4/2019,NA,6/6/2019,6/12/2019,1,1,1,6/19/2019,M,1,5,7,13,7,NA,6/4/2019,IR,Larva,1.1209,91.625,917.25,2.96248772,0.296296296,0.018518519,IR,8/12/2019,12.6,630001,5.799341239,672.02,42.75,23.36,1.83,1.712,0.055555556,0.62962963
143,143,30,D,E10,5/30/2019,31-May,None,NA,NA,6/6/2019,6/12/2019,1,1,0,6/22/2019,F,1,5,7,13,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,CB,8/12/2019,16.7,835001,5.921686996,982.21,53.73,28.34,1.9,NA,NA,NA
144,144,30,D,E10,5/30/2019,31-May,None,NA,NA,6/6/2019,6/12/2019,1,1,0,7/3/2019,F,0,1,7,13,21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,925.52,53.06,27.21,1.95,NA,NA,NA
145,145,30,D,E10,5/30/2019,31-May,Larva,6/5/2019,NA,6/7/2019,6/13/2019,1,1,0,6/24/2019,F,1,5,8,14,11,Found in 26C (only shortly),6/5/2019,IR,Larva,1.5755,235.5,2356,3.372175286,0.495798319,0.016806723,IR,7/31/2019,8.85,442501,5.645914256,875.32,50.28,26.63,1.89,3.075,0.075630252,0.411764706
146,146,30,D,E10,5/30/2019,31-May,Larva,6/4/2019,6/5/2019,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,"Death as 3rd, brown",6/4/2019,SA,Larva,1.1727,145.125,1452.25,3.162041385,0.413461538,0.019230769,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.665,0.096153846,0.471153846
147,147,30,D,E10,5/30/2019,31-May,Pupa,6/10/2019,NA,6/6/2019,6/13/2019,1,1,2,6/20/2019,F,1,5,7,14,7,NA,6/10/2019,MRS,Pupa,1.2927,NA,NA,NA,NA,NA,IR,7/31/2019,21.41666667,1070834.333,6.029722287,NA,NA,NA,NA,NA,NA,NA
148,148,30,D,E10,5/30/2019,31-May,Larva,6/5/2019,6/8/2019,6/7/2019,NA,1,0,NA,NA,NA,NA,NA,8,NA,NA,dead brown pupa,6/5/2019,SA,Larva,1.1368,114.5,1146,3.059184618,0.027777778,0.037037037,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.284,0.092592593,0.842592593
149,149,30,D,E10,5/30/2019,31-May,Larva,NA,NA,6/6/2019,6/12/2019,1,1,0,6/21/2019,F,1,5,7,13,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,IR,8/12/2019,28,1400001,6.146128346,848.06,50.6,26.17,1.93,NA,NA,NA
150,150,30,D,E10,5/30/2019,31-May,None,NA,NA,6/6/2019,6/12/2019,1,1,0,6/20/2019,F,1,5,7,13,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,IR,7/31/2019,25.08333333,1254167.667,6.0983556,792.94,48.81,25.47,1.92,NA,NA,NA
151,151,30,F,control,5/30/2019,31-May,Pupa,6/13/2019,NA,6/7/2019,6/14/2019,1,1,0,7/4/2019,M,0,0,8,15,20,NA,6/13/2019,SA,Pupa,1.5004,9.125,92.25,1.964966375,NA,NA,NA,NA,NA,NA,NA,942.33,53.79,27.11,1.98,0.416,NA,NA
152,152,30,F,control,5/30/2019,31-May,Larva,6/5/2019,NA,6/6/2019,6/13/2019,1,1,0,7/4/2019,F,0,0,7,14,21,NA,6/5/2019,IR,Larva,1.6903,66.625,667.25,2.824288582,0.421875,0,NA,NA,NA,NA,NA,934.84,53.96,26.98,2,NA,0.140625,0.4375
153,153,30,F,control,5/30/2019,31-May,Larva,NA,6/5/2019,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,"Death as 4th, brown",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
154,154,30,F,control,5/30/2019,31-May,None,NA,NA,6/7/2019,6/13/2019,1,1,0,7/5/2019,M,0,0,8,14,22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,953.92,53.95,27.62,1.95,NA,NA,NA
155,155,30,F,control,5/30/2019,5/30/2019,Pupa,NA,6/5/2019,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,"Death as 4th, brown",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
156,156,30,F,control,5/30/2019,31-May,None,NA,NA,6/6/2019,6/13/2019,1,1,0,7/1/2019,M,0,0,7,14,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,967.42,53.85,28.25,1.91,NA,NA,NA
157,157,30,F,control,5/30/2019,31-May,Pupa,6/13/2019,NA,6/7/2019,6/14/2019,1,1,0,6/28/2019,M,0,0,8,15,14,NA,6/13/2019,SA,Pupa,1.5448,1.5,16,1.204119983,NA,NA,NA,NA,NA,NA,NA,942.74,53.68,27.48,1.95,0.316,NA,NA
159,159,30,F,control,5/30/2019,31-May,None,NA,NA,6/6/2019,6/12/2019,1,1,0,7/1/2019,M,0,0,7,13,19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,952.62,53.33,28.25,1.89,NA,NA,NA
