,ID,Temp,Lineage,OE_strain,Inoculation,Into_pint,Bleed_stage.x,Bleed_date.x,Death_date,Pupation_date,Eclosion_date,Surv_pupa,Surv_adult,Wing_deformity,Adult_death_date,Sex,Infection_status,OE_score,Dev_pupa,Dev_adult,Adult_longevity,NOTES,Bleed_date.y,Who,Bleed_stage.y,Mass,AvgHemo,Hemo_ul,LogHemo,PropPlasm,PropOeno,Initials,Date,AvgOE_count,Spore_load,logSpore_load,Area,Length,Breadth,AspectRatio,FinalAbsorbance,PropSpher,PropGran
308,308,22,D,control,5/31/2019,6/1/2019,None,NA,NA,6/12/2019,6/25/2019,1,1,0,7/16/2019,M,0,0,12,25,21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,876.08,51.63,26.28,1.96,NA,NA,NA
309,309,22,D,control,5/31/2019,6/1/2019,Larva,6/9/2019,NA,6/12/2019,6/26/2019,1,1,0,7/10/2019,F,0,0,12,26,14,NA,6/9/2019,SA,Larva,1.2435,161.125,1612.25,3.207432386,0.443609023,0.030075188,NA,NA,NA,NA,NA,859.53,51.09,26.25,1.95,1.118,0.052631579,0.473684211
310,310,22,D,control,5/31/2019,6/1/2019,Pupa,6/17/2019,NA,6/11/2019,6/25/2019,1,1,0,7/13/2019,F,0,0,11,25,18,NA,6/17/2019,IR,Pupa,1.3986,9.25,93.5,1.970811611,NA,NA,NA,NA,NA,NA,NA,886.39,51.83,26.88,1.93,2.696,NA,NA
311,311,22,D,E3,5/31/2019,6/1/2019,Pupa,6/19/2019,NA,6/12/2019,6/26/2019,1,1,0,7/7/2019,M,1,5,12,26,11,NA,6/19/2019,IR,Pupa,1.4577,12.75,128.5,2.108903128,NA,NA,IR,8/26/2019,10.45,522501,5.718087126,874.06,51.29,26.66,1.92,2.229,NA,NA
312,312,22,D,E3,5/31/2019,6/1/2019,None,NA,NA,6/12/2019,6/25/2019,1,1,0,7/4/2019,F,1,5,12,25,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,CB,8/26/2019,15.2,760001,5.880814164,849.62,50.21,26.18,1.92,NA,NA,NA
313,313,22,D,E3,5/31/2019,6/1/2019,Pupa,6/20/2019,6/26/2019,6/13/2019,NA,1,0,NA,NA,NA,NA,NA,13,NA,NA,black pupa,6/20/2019,MRS,Pupa,1.1182,5.75,58.5,1.767155866,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.658,NA,NA
314,314,22,D,E3,5/31/2019,6/1/2019,Pupa,6/19/2019,NA,6/12/2019,6/25/2019,1,1,0,7/3/2019,F,1,5,12,25,8,NA,6/19/2019,IR,Pupa,1.2681,7.875,79.75,1.901730692,NA,NA,CB,8/26/2019,9.15,457501,5.660392048,844.09,50.23,26.05,1.93,2.349,NA,NA
315,315,22,D,E3,5/31/2019,6/1/2019,None,NA,NA,6/12/2019,6/25/2019,1,1,0,7/6/2019,M,1,5,12,25,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,IR,10/3/2019,12.15,607501,5.783546997,983.12,54.85,27.65,1.98,NA,NA,NA
316,316,22,D,E3,6/1/2019,6/2/2019,Larva,6/9/2019,NA,6/12/2019,6/27/2019,1,1,NA,7/7/2019,M,1,5,11,26,10,NA,6/9/2019,SA,Larva,1.2351,78.25,783.5,2.894039001,0.412429379,0.016949153,IR,8/26/2019,11.4,570001,5.755875618,935.68,51.9,27.69,1.87,1.108,0.06779661,0.502824859
317,317,22,D,E3,5/31/2019,6/1/2019,None,NA,NA,6/14/2019,6/28/2019,1,1,0,7/5/2019,M,1,5,14,28,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,CB,8/26/2019,21,1050001,6.021189713,977.59,53.54,28.01,1.91,NA,NA,NA
318,318,22,D,E3,6/1/2019,6/2/2019,Pupa,6/20/2019,NA,6/13/2019,6/26/2019,1,1,3,7/1/2019,F,1,5,12,25,5,NA,6/20/2019,MRS,Pupa,1.3056,11.875,119.75,2.078275522,NA,NA,CB,8/22/2019,106,5300001,6.724275952,NA,NA,NA,NA,2.59,NA,NA
319,319,22,D,E3,5/31/2019,6/1/2019,Larva,6/9/2019,NA,6/11/2019,6/25/2019,1,1,0,7/11/2019,F,0,1,11,25,16,NA,6/9/2019,SA,Larva,1.4146,110.5,1106,3.043755127,0.316666667,0.033333333,NA,NA,NA,NA,NA,817.78,48.97,25.95,1.89,0.952,0.058333333,0.591666667
320,320,22,D,E3,5/31/2019,6/1/2019,Larva,6/9/2019,NA,6/11/2019,6/25/2019,1,1,0,7/14/2019,M,1,5,11,25,19,NA,6/9/2019,SA,Larva,1.4914,156.25,1563.5,3.194097886,0.34591195,0.012578616,CB,8/26/2019,2.35,117501,5.070041563,800.52,49.69,25.08,1.98,1.582,0.044025157,0.597484277
321,321,22,D,E10,5/31/2019,6/1/2019,Pupa,6/17/2019,NA,6/11/2019,6/25/2019,1,1,3,7/1/2019,NA,NA,NA,11,25,6,failed to fully eclose,6/17/2019,MRS,Pupa,1.333,4.625,47.25,1.674401813,NA,NA,CB,8/29/2019,0.6,30001,4.477135731,NA,NA,NA,NA,2.483,NA,NA
322,322,22,D,E10,5/31/2019,6/1/2019,Pupa,6/17/2019,6/24/2019,6/11/2019,NA,1,0,NA,NA,NA,NA,NA,11,NA,NA,dead black pupa,6/17/2019,IR,Pupa,1.4132,8.125,82.25,1.915135907,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.276,NA,NA
323,323,22,D,E10,6/1/2019,6/2/2019,Pupa,6/19/2019,6/25/2019,6/12/2019,NA,1,0,NA,NA,NA,NA,NA,11,NA,NA,dead black pupa,6/19/2019,IR,Pupa,1.2855,3.5,36,1.556302501,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.484,NA,NA
324,324,22,D,E10,5/31/2019,6/1/2019,Larva,6/9/2019,NA,6/12/2019,6/25/2019,1,1,0,7/8/2019,M,1,5,12,25,13,NA,6/9/2019,SA,Larva,1.23,91.125,912.25,2.960113872,0.239669421,0.05785124,IR,8/29/2019,5.9,295001,5.469823488,820.16,49.85,25.61,1.95,1.54,0.066115702,0.636363636
325,325,22,D,E10,5/31/2019,6/1/2019,None,NA,NA,6/12/2019,6/25/2019,1,1,0,7/12/2019,M,1,5,12,25,17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,IR,8/29/2019,3.25,162501,5.210856038,908.77,53.12,26.55,2,NA,NA,NA
326,326,22,D,E10,6/1/2019,6/2/2019,Pupa,6/20/2019,6/26/2019,6/13/2019,NA,1,0,NA,NA,NA,NA,NA,12,NA,NA,dead black pupa,6/20/2019,MRS,Pupa,1.5689,6.875,69.75,1.843544212,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.132,NA,NA
327,327,22,D,E10,6/1/2019,6/2/2019,Larva,6/10/2019,NA,6/13/2019,6/27/2019,1,1,0,7/8/2019,M,1,5,12,26,11,NA,6/10/2019,MRS,Larva,1.2828,144.25,1443.5,3.159416788,0.18852459,0.032786885,IR,8/29/2019,8.1,405001,5.607456096,820.74,48.86,25.59,1.91,2.965,0.057377049,0.721311475
328,328,22,D,E10,5/31/2019,6/1/2019,Pupa,6/20/2019,NA,6/13/2019,6/25/2019,1,1,0,7/10/2019,F,0,1,13,25,15,NA,6/20/2019,MRS,Pupa,1.3019,6.625,67.25,1.827692289,NA,NA,NA,NA,NA,NA,NA,844.41,50.18,25.72,1.95,2.471,NA,NA
329,329,22,D,E10,5/31/2019,6/1/2019,Pupa,6/17/2019,NA,6/11/2019,6/24/2019,1,1,0,7/3/2019,F,1,5,11,24,9,NA,6/17/2019,IR,Pupa,1.3575,6.5,66,1.819543936,NA,NA,IR,8/29/2019,34.25,1712501,6.233630834,854.26,51.28,25.9,1.98,2.263,NA,NA
330,330,22,D,E10,6/1/2019,6/2/2019,None,NA,NA,6/13/2019,6/26/2019,1,1,0,7/6/2019,M,1,5,12,25,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,IR,8/22/2019,4.4,220001,5.342424655,910.74,51.91,27.4,1.89,NA,NA,NA
331,331,22,F,control,5/31/2019,6/1/2019,None,NA,NA,6/12/2019,6/25/2019,1,1,0,7/12/2019,F,0,0,12,25,17,from 26C,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,911.61,52.08,27.36,1.9,NA,NA,NA
332,332,22,F,control,5/31/2019,6/1/2019,None,NA,6/6/2019,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,"from 26C, dead brown 3rd instar",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
333,333,22,F,control,5/31/2019,6/1/2019,Larva,6/8/2019,NA,6/11/2019,6/25/2019,1,1,0,7/14/2019,M,0,0,11,25,19,from 26C,6/8/2019,MRS,Larva,1.4144,75.125,752.25,2.876362196,0.416666667,0.027777778,NA,NA,NA,NA,NA,894.03,53.25,26,2.05,1.132,0.046296296,0.509259259
334,334,22,F,control,5/31/2019,6/1/2019,Pupa,6/17/2019,NA,6/11/2019,6/25/2019,1,1,3,6/28/2019,M,0,0,11,25,3,from 26C,6/17/2019,MRS,Pupa,1.5331,12.125,122.25,2.087248868,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.28,NA,NA
335,335,22,F,control,5/31/2019,6/1/2019,Larva,6/9/2019,NA,6/11/2019,6/26/2019,1,1,0,7/16/2019,M,0,0,11,26,20,from 26C,6/9/2019,SA,Larva,1.6473,167.25,1673.5,3.223625717,0.14,0.02,NA,NA,NA,NA,NA,844.88,51.53,25.48,2.02,1.649,0.02,0.82
336,336,22,F,control,6/1/2019,6/2/2019,None,NA,NA,6/11/2019,6/25/2019,1,1,0,7/13/2019,F,0,0,10,24,18,from 26C,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,924.19,53.11,26.83,1.98,NA,NA,NA
337,337,22,F,control,5/31/2019,6/1/2019,Larva,6/9/2019,NA,6/11/2019,6/25/2019,1,1,0,7/14/2019,F,0,0,11,25,19,from 26C,6/9/2019,SA,Larva,1.4914,196.125,1962.25,3.292754338,0.389705882,0.029411765,NA,NA,NA,NA,NA,850.21,51.78,25.71,2.01,1.887,0.051470588,0.529411765
338,338,22,F,control,5/31/2019,6/1/2019,Larva,6/8/2019,NA,6/11/2019,6/25/2019,1,1,0,7/11/2019,M,0,0,11,25,16,from 26C,6/8/2019,MRS,Larva,1.2689,72.375,724.75,2.860188224,0.289719626,0.037383178,NA,NA,NA,NA,NA,825.49,50.73,25.36,2,0.714,0.065420561,0.607476636
339,339,22,F,control,5/31/2019,6/1/2019,None,NA,NA,6/12/2019,6/26/2019,1,1,0,7/13/2019,F,0,0,12,26,17,from 26C,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,930.27,52.62,27.76,1.9,NA,NA,NA
340,340,22,F,control,5/31/2019,6/1/2019,None,NA,NA,6/14/2019,6/28/2019,1,1,0,7/14/2019,M,0,0,14,28,16,from 26C,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,903.76,51.8,27.31,1.9,NA,NA,NA
341,341,22,F,E3,6/1/2019,6/2/2019,None,NA,6/6/2019,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,"from 26C, dead brown 3rd instar",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
342,342,22,F,E3,6/1/2019,6/2/2019,Larva,6/10/2019,NA,6/13/2019,6/27/2019,1,1,0,7/2/2019,M,1,5,12,26,5,from 26C,6/10/2019,MRS,Larva,1.2389,192.5,1926,3.284656283,0.439252336,0.046728972,CB,8/22/2019,19,950001,5.977724062,836.08,51.04,25.37,2.01,1.521,0.028037383,0.485981308
343,343,22,F,E3,5/31/2019,6/1/2019,None,NA,NA,6/12/2019,6/26/2019,1,1,0,7/4/2019,F,1,5,12,26,8,from 26C,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,912.39,53.5,26.79,2,NA,NA,NA
344,344,22,F,E3,6/1/2019,6/2/2019,Larva,6/14/2019,6/20/2019,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,"from 26C, still small on 6/18 (started small from inoculation); died as 3rd",6/14/2019,MRS,Larva,0.2105,62,621,2.7930916,0.818965517,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.202,0.017241379,0.163793103
345,345,22,F,E3,6/1/2019,6/3/2019,Pupa,6/24/2019,NA,6/16/2019,6/28/2019,1,1,0,7/10/2019,F,1,5,15,27,12,did not quite finish inoculum,6/24/2019,MRS,Pupa,1.2004,0.125,2.25,0.352182518,NA,NA,CB,8/26/2019,8.45,422501,5.625827741,806.01,48.75,25.7,1.9,1.502,NA,NA
346,346,22,F,E3,6/1/2019,6/1/2019,Larva,6/9/2019,6/12/2019,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,hindgut ejection prix pupation,6/9/2019,SA,Larva,1.1422,146.125,1462.25,3.16502163,0.368,0.016,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.159,0.096,0.52
347,347,22,F,E3,6/1/2019,6/2/2019,Pupa,6/21/2019,NA,6/14/2019,6/28/2019,1,1,0,7/4/2019,M,1,5,13,27,6,NA,6/21/2019,IR,Pupa,1.342,13,131,2.117271296,NA,NA,IR,10/3/2019,14.95,747501,5.873611778,NA,NA,NA,NA,2.309,NA,NA
348,348,22,F,E3,6/1/2019,6/2/2019,Larva,NA,NA,6/13/2019,6/26/2019,1,1,0,7/5/2019,F,1,5,12,25,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,CB,8/26/2019,8.75,437501,5.64097905,884.98,52.05,26.32,1.98,NA,NA,NA
349,349,22,F,E3,6/1/2019,6/2/2019,None,NA,NA,6/13/2019,6/26/2019,1,1,1,7/1/2019,M,1,5,12,25,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,CB,8/26/2019,20.15,1007501,6.003245486,752.02,47.36,23.92,1.98,NA,NA,NA
350,350,22,F,E3,5/31/2019,6/1/2019,None,NA,NA,6/12/2019,6/26/2019,1,1,0,7/3/2019,F,1,5,12,26,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,CB,8/26/2019,9.65,482501,5.683498218,870.09,52.93,25.66,2.06,NA,NA,NA
351,351,22,F,E10,6/1/2019,6/4/2019,None,NA,NA,6/17/2019,7/1/2019,1,1,3,7/3/2019,NA,NA,NA,16,30,2,failed to fully eclose,NA,NA,NA,NA,NA,NA,NA,NA,NA,IR,8/29/2019,41.25,2062501,6.314394168,NA,NA,NA,NA,NA,NA,NA
352,352,22,F,E10,6/1/2019,6/3/2019,Pupa,6/24/2019,NA,6/17/2019,6/30/2019,1,1,1,7/5/2019,F,1,5,16,29,5,NA,6/24/2019,MRS,Pupa,1.1973,11.5,116,2.064457989,NA,NA,CB,8/29/2019,18.4,920001,5.963788299,788.41,47.54,25.23,1.88,2.052,NA,NA
353,353,22,F,E10,6/1/2019,6/3/2019,Larva,6/13/2019,NA,6/15/2019,6/28/2019,1,1,0,7/4/2019,M,1,5,14,27,6,NA,6/13/2019,SA,Larva,1.4182,219.75,2198.5,3.34212647,0.38277512,0.019138756,CB,8/29/2019,21.6,1080001,6.033424158,782.9,48.11,24.91,1.93,2.064,0.04784689,0.550239234
354,354,22,F,E10,6/1/2019,6/2/2019,Larva,6/10/2019,NA,6/13/2019,6/27/2019,1,1,0,7/5/2019,M,1,5,12,26,8,NA,6/10/2019,MRS,Larva,1.2808,181.5,1816,3.259115844,0.330434783,0.034782609,IR,8/26/2019,15.3,765001,5.883662003,806.71,50.29,25.13,2,1.707,0.052173913,0.582608696
355,355,22,F,E10,6/1/2019,NA,Larva,NA,6/6/2019,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,"dead in inoculation dish, turned brown, could not be replaced",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
356,356,22,F,E10,6/1/2019,6/3/2019,Larva,6/13/2019,NA,6/14/2019,6/27/2019,1,1,1,7/4/2019,F,1,5,13,26,7,from 26C,6/13/2019,SA,Larva,1.5695,164.375,1644.75,3.216099895,0.27480916,0,CB,8/29/2019,91.75,4587501,6.661576172,769.28,48.36,24.46,1.98,2.137,0.030534351,0.694656489
357,357,22,F,E10,6/1/2019,6/1/2019,Larva,6/9/2019,NA,6/11/2019,6/25/2019,1,1,0,7/5/2019,F,1,5,10,24,10,from 26C,6/9/2019,SA,Larva,1.3885,136,1361,3.133858125,0.275590551,0.023622047,IR,8/22/2019,4.85,242501,5.384713534,806.44,50.65,25.09,2.02,2.118,0.05511811,0.645669291
358,358,22,F,E10,6/1/2019,6/1/2019,Larva,6/10/2019,NA,6/14/2019,6/27/2019,1,1,0,7/3/2019,M,1,5,13,26,6,NA,6/10/2019,MRS,Larva,1.0433,76.625,767.25,2.884936897,0.175925926,0.037037037,IR,8/29/2019,44.75,2237501,6.349763238,864,50.55,26.31,1.92,NA,0.064814815,0.722222222
359,359,22,F,E10,6/1/2019,6/2/2019,None,NA,NA,6/13/2019,6/26/2019,1,1,0,7/5/2019,F,1,5,12,25,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,CB,8/29/2019,4.85,242501,5.384713534,875.79,52.36,26.19,2,NA,NA,NA
360,360,22,F,E10,6/1/2019,6/1/2019,Larva,6/10/2019,NA,6/12/2019,6/26/2019,1,1,0,7/4/2019,F,1,5,11,25,8,from 26C,6/10/2019,MRS,Larva,1.2978,188.625,1887.25,3.275829434,NA,NA,CB,8/29/2019,33,1650001,6.217484207,775.02,48.73,24.85,1.96,1.93,NA,NA
362,362,18,B,control,6/3/2019,6/4/2019,Pupa,7/1/2019,NA,6/20/2019,7/10/2019,1,1,0,7/29/2019,M,0,0,17,37,19,NA,7/1/2019,MRS,Pupa,1.3794,10.875,109.75,2.040404529,NA,NA,NA,NA,NA,NA,NA,812.95,49.97,25.53,1.96,2.155,NA,NA
363,363,18,B,control,6/3/2019,6/4/2019,None,NA,NA,6/23/2019,7/13/2019,1,1,0,8/4/2019,F,0,0,20,40,22,adult death might be off<U+0080>,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,886.68,51.5,26.99,1.91,NA,NA,NA
364,364,18,B,control,6/3/2019,6/5/2019,Larva,6/18/2019,NA,6/21/2019,7/12/2019,1,1,0,7/28/2019,F,0,0,18,39,16,"did not finish inoculum, probs 0 pup score",6/18/2019,IR,Larva,1.2548,127.5,1276,3.105850674,0.281553398,0.058252427,NA,NA,NA,NA,NA,757.11,47.26,24.49,1.93,1.938,0.126213592,0.533980583
365,365,18,B,control,6/3/2019,6/5/2019,Pupa,7/3/2019,NA,6/22/2019,7/12/2019,1,1,0,7/24/2019,F,0,0,19,39,12,did not eat inoculum; wing kinked as put into envelope; Wing deformity = 0,7/3/2019,IR,Pupa,1.2337,6.625,67.25,1.827692289,NA,NA,NA,NA,NA,NA,NA,810.81,48.98,25.68,1.91,2.528,NA,NA
366,366,18,B,control,5/31/2019,6/1/2019,None,NA,NA,6/19/2019,7/12/2019,1,1,3,7/26/2019,M,0,0,19,42,14,struggled to eclose; fell from top with pupal case still attached,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
367,367,18,B,control,5/31/2019,6/3/2019,Larva,6/16/2019,7/11/2019,6/20/2019,NA,1,0,NA,NA,NA,NA,NA,20,NA,NA,black pupa,6/16/2019,MRS,Larva,1.0577,158.25,1583.5,3.199618068,0.325757576,0.083333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.090909091,0.5
368,368,18,B,control,5/31/2019,6/3/2019,Pupa,NA,6/5/2019,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,death as 2nd,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
369,369,18,B,control,5/31/2019,6/3/2019,None,NA,NA,6/19/2019,7/10/2019,1,1,0,8/2/2019,M,0,0,19,40,23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,807.12,48.88,25.78,1.9,NA,NA,NA
370,370,18,B,control,5/31/2019,6/3/2019,None,NA,NA,6/20/2019,7/10/2019,1,1,0,8/5/2019,M,0,0,20,40,26,adult death might be off<U+0080>,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,888.51,52.2,26.75,1.95,NA,NA,NA
371,371,18,B,E3,6/3/2019,6/5/2019,Pupa,7/1/2019,NA,6/20/2019,7/9/2019,1,1,0,7/14/2019,F,1,5,17,36,5,did not finish inoculum,7/1/2019,MRS,Pupa,1.2929,5.25,53.5,1.728353782,NA,NA,CB,9/5/2019,27.25,1362501,6.13433683,838.08,49.31,26.33,1.87,2.392,NA,NA
372,372,18,B,E3,6/6/2019,6/7/2019,None,NA,NA,6/22/2019,7/13/2019,1,1,0,7/28/2019,M,1,5,16,37,15,"replaced inoculation caterpillar/ DUPLICATE- one pupated on 6/21, eclosed 7/12, M, not infected",NA,NA,NA,NA,NA,NA,NA,NA,NA,IR,9/5/2019,4.45,222501,5.347331967,822.47,49.06,26.16,1.88,NA,NA,NA
373,373,18,B,E3,6/6/2019,6/4/2019,Larva,6/17/2019,NA,6/20/2019,7/10/2019,1,1,0,7/19/2019,F,1,5,14,34,9,NA,6/17/2019,IR,Larva,1.2221,105.375,1054.75,3.023149534,0.186915888,0.08411215,IR,9/5/2019,9.15,457501,5.660392048,724.15,45.2,24.79,1.82,2.4,0.121495327,0.607476636
374,374,18,B,E3,6/6/2019,6/5/2019,Pupa,7/1/2019,NA,6/20/2019,7/9/2019,1,1,1,7/20/2019,F,1,5,14,33,11,NA,7/1/2019,IR,Pupa,1.3725,16.125,162.25,2.210184705,NA,NA,IR,9/5/2019,10.2,510001,5.707571028,801.29,47.79,25.68,1.86,2.003,NA,NA
375,375,18,B,E3,6/6/2019,6/8/2019,None,NA,NA,6/25/2019,7/14/2019,1,1,0,7/25/2019,F,1,5,19,38,11,"replaced inoculation caterpillar/ DUPLICATE- one pupated on 6/21, eclosed 7/11, M, not infected",NA,NA,NA,NA,NA,NA,NA,NA,NA,CB,9/9/2019,4,200001,5.301032167,864.33,51.56,26.4,1.95,NA,NA,NA
376,376,18,B,E3,6/3/2019,6/5/2019,None,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"did not finish inoculum, probs 0 pup score-- was not infected (data maintained in version from 7/18), adult death: 8/4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,875.56,50.21,26.91,1.87,NA,NA,NA
377,377,18,B,E3,6/3/2019,6/5/2019,None,NA,NA,6/20/2019,7/10/2019,1,1,0,7/18/2019,M,1,5,17,37,8,did not finish inoculum,NA,NA,NA,NA,NA,NA,NA,NA,NA,CB,9/9/2019,13.8,690001,5.83884972,907.92,50.87,27.62,1.84,NA,NA,NA
378,378,18,B,E3,6/6/2019,6/7/2019,None,NA,NA,6/22/2019,7/12/2019,1,1,0,7/19/2019,F,1,5,16,36,7,replaced inoculated caterpillar; duplicate death as 2nd instar on 6/9,NA,NA,NA,NA,NA,NA,NA,NA,NA,CB,9/5/2019,14.85,742501,5.870697043,795.41,49.24,25.12,1.96,NA,NA,NA
